ID,X,Y
4250,32.709106252841146,-114.96232484883292
4262,38.23911131522282,-121.5188227570566
4263,41.79396138391866,-120.36636551261864
4305,36.45898516895464,-120.04140261598626
4349,35.559167780800394,-120.5338484913004
4375,33.91915122625443,-116.76689165819415
4378,34.690015088762294,-117.85198549896496
4391,34.15721163722711,-116.2472533034678
4399,37.62372240899512,-120.73788162515022
4409,35.01595819135485,-120.47939345167164
4415,34.55796691349286,-117.83559550597512
4428,40.98344433332236,-121.53392890953442
4484,35.859196711964195,-119.83690534134388
4487,41.659404872566114,-122.37648909913028
4494,35.65931135960205,-120.5538908814834
4523,39.26516767773231,-121.37675786916768
4569,34.601385513019075,-118.10764888696444
4627,34.95630808634344,-120.39601787097703
4677,38.292147558193975,-122.65047473767046
4681,38.63514116277956,-121.85824869373712
4687,38.34886450227117,-122.12793378517148
4714,33.507013839343145,-114.66450836539023
4716,38.44294866040085,-122.99308879932468
4721,39.81213666016553,-123.00812480741456
4724,38.16590598805601,-121.3716522156252
4732,34.40646509867165,-117.40580278102485
4744,34.05582045591451,-118.7406279215317
4832,37.82015326388802,-119.0613403222014
4844,38.86128496685031,-123.58488746235206
4854,41.24770228336038,-120.07440155661304
4859,36.08017525844223,-119.19977746318118
4884,38.15531307336827,-121.85436127372584
4887,37.763924033339016,-118.45959907551564
4902,34.14191779080255,-117.24314947154627
4904,37.62795691089294,-120.6639619188227
4933,40.5463869480211,-121.91040206709935
4972,41.67228085272711,-122.84831237527426
4977,37.22875508772848,-120.23224438904708
4991,34.4908137023301,-114.6499655432863
5019,37.84232007810365,-121.46255499520362
5061,38.44955287529272,-121.81321790935804
5068,34.656796952664,-116.9507280252212
5071,36.856025484420464,-121.57158877336369
5078,35.23674209670793,-118.69321243387184
5079,38.9496753613364,-121.34952518882696
5082,36.577083310586765,-121.60736710308667
5134,40.88654618117602,-123.58765130602092
5169,37.55142999084267,-122.08094778301756
5179,38.688532046559736,-121.2832911262281
5188,38.67535111454797,-123.07602241328578
5204,36.214318406154405,-117.97959389313426
5221,33.83378478781619,-116.23556076414032
5226,41.46645792777274,-120.7523256644119
5228,37.82697246866282,-121.32405749517952
5282,38.64948992226734,-119.72682257818762
5285,36.48656055391566,-118.03471231278826
5296,32.84109188673726,-117.12561028193691
5297,36.97834755854228,-121.87966158821264
5324,37.39897533357711,-122.3723169929875
5370,37.81922420049796,-121.20706770980564
5405,40.33134920606874,-120.56848050169528
5439,32.835086195462445,-116.76798295161804
5457,36.63490889671832,-120.38821794582203
5481,34.78700120677637,-117.01812005564284
5487,41.3097507187818,-123.0701476658039
5511,40.65716997492699,-124.2242264754371
5516,36.00773214752934,-119.23797176233072
5519,38.37104981118222,-122.98963797086763
5556,33.56915869022352,-116.82803429427572
5564,36.66979396772568,-119.48484003404003
5571,33.58062770424862,-117.24468120328004
5588,39.33819122502232,-121.64523661473704
5605,39.6372386993927,-120.36569475013944
5616,34.186592241634855,-118.53124033772926
5662,32.89745773943822,-115.66291712764756
5693,36.97324143492078,-119.5395061743394
5719,36.0197951129519,-121.54033635397016
5735,38.3618004673629,-121.89685331743205
5754,36.000145077800866,-118.9643439818555
5759,40.610421222481065,-122.51611109732188
5787,33.742856186281685,-117.19769462362336
5789,35.50966149124219,-120.61207240771355
5792,36.61447562413679,-119.8178588821017
5798,35.320749139567745,-118.89644747641393
5808,36.693453026584216,-119.68201059499393
5816,36.94234343824614,-118.24081396347708
5817,39.45326816964068,-123.32969085592735
5827,37.87974421900455,-118.8892333112587
5840,35.02775598029361,-115.14001016933544
5841,38.49888046900531,-121.50843355346883
5851,33.039004870591384,-115.50925221281742
5852,33.84147907824104,-116.44490570839444
5866,39.07129884761354,-120.5651689256868
5879,35.622642535245646,-117.77576945975773
5883,34.50896786813147,-118.3621143480993
5900,34.251475681571286,-117.23162603375454
5907,37.24187714173566,-121.9078933482505
5918,39.17444113960247,-122.17652431048651
